ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2023-09-13,30,84343,681,Unemployed,Master,9,111120,48,Single,1,Own,539,0.093,14,2,0.077,0,Debt Consolidation,0,42,9,54297,23000,362651,100329,7028,0.832,4,262322,0.0529,0.0665,2642.9,0.453,1,97.04
2023-03-30,67,30273,815,Self-Employed,Associate,48,37546,60,Married,3,Own,825,0.093,1,0,0.327,0,Home,0,10,22,19388,5720,79336,23858,2522,0.822,16,55478,0.0512,0.0676,739.21,0.62,1,96.08
2023-11-21,40,54786,740,Unemployed,Master,21,20418,60,Single,1,Mortgage,1325,0.466,9,2,0.29,0,Debt Consolidation,0,17,14,6609,11600,51809,22171,4565,0.904,20,29638,0.0445,0.059,393.79,0.376,1,89.05
2023-08-25,26,40019,614,Self-Employed,High School,8,7717,60,Married,1,Mortgage,1688,0.056,11,1,0.506,0,Debt Consolidation,0,41,7,8823,12,102530,2852,3334,0.593,8,99678,0.0445,0.0963,162.56,0.555,0,23.12
2024-07-22,28,49719,665,Self-Employed,High School,7,12073,36,Single,5,Rent,554,0.283,3,1,0.134,0,Debt Consolidation,0,5,4,41496,1630,208352,11220,4143,0.856,5,197132,0.0465,0.067,371.13,0.223,1,83.28
2023-03-04,59,81190,609,Employed,High School,36,34603,48,Single,3,Own,2977,0.25,6,3,0.44,0,Debt Consolidation,0,33,32,27434,14370,276480,63305,6765,0.939,22,213175,0.0452,0.095,869.34,0.568,0,37.82
2023-07-14,30,38768,687,Self-Employed,Bachelor,12,5124,84,Married,0,Own,1036,0.119,3,1,0.321,0,Education,0,6,5,2751,3965,166997,4700,3230,0.706,12,162297,0.0589,0.0832,80.68,0.346,1,70.28
2024-03-01,45,88174,614,Employed,Associate,22,26833,24,Single,4,Mortgage,531,0.314,1,1,0.072,0,Auto,0,3,16,21418,5992,121045,14318,7347,0.676,4,106727,0.0373,0.0674,1198.22,0.235,0,32.64
2023-11-05,60,162721,789,Self-Employed,Bachelor,37,94356,48,Married,1,Rent,5051,0.101,3,3,0.372,0,Home,0,37,36,40755,42812,771004,30871,13560,0.726,10,740133,0.0333,0.0519,2181.08,0.533,1,97.64
2023-04-27,67,73277,670,Employed,Associate,47,36570,84,Married,0,Mortgage,989,0.701,11,2,0.162,0,Home,1,14,18,65747,1612,285136,32765,6106,0.611,24,252371,0.0576,0.0782,566.71,0.255,0,7.85
2023-06-02,46,51945,683,Employed,High School,27,104060,120,Divorced,2,Mortgage,1492,0.139,5,3,0.345,0,Auto,0,29,23,41415,6136,228276,165846,4328,0.878,14,62430,0.0339,0.0604,1157.37,0.612,1,87.08
2023-07-06,70,96622,585,Unemployed,High School,49,175013,48,Single,3,Own,891,0.218,10,1,0.111,0,Debt Consolidation,0,22,31,25427,15589,264039,262551,8051,0.886,21,1488,0.0565,0.0958,4403.56,0.658,1,52.62
2024-10-14,35,31119,622,Self-Employed,High School,12,12283,48,Single,2,Own,209,0.195,13,3,0.081,0,Other,0,39,11,4193,8714,107566,14201,2593,0.602,12,93365,0.044,0.0726,295.62,0.195,0,23.52
2023-02-27,68,115906,555,Self-Employed,High School,50,237274,48,Single,1,Mortgage,2569,0.174,4,6,0.266,0,Home,0,10,19,9835,8894,514930,77867,9658,0.734,16,437063,0.0373,0.0918,5924.87,0.879,0,4.75
2023-03-24,32,37177,787,Self-Employed,Associate,12,63517,120,Single,0,Rent,218,0.248,0,1,0.07,0,Home,0,26,8,2318,4188,188850,82940,3098,0.844,7,105910,0.0384,0.0419,648.83,0.28,1,94.63
2024-12-08,21,160178,613,Unemployed,Bachelor,3,265710,60,Married,2,Own,4381,0.144,3,3,0.328,0,Home,0,7,1,21985,16274,495685,526982,13348,0.938,3,-31297,0.0586,0.1018,5669.11,0.753,1,66.57
2024-12-11,60,37852,674,Self-Employed,High School,39,74285,72,Divorced,4,Rent,1198,0.264,9,2,0.38,1,Home,1,35,15,10885,8689,185222,103015,3154,0.77,14,82207,0.0523,0.0828,1312.64,0.796,0,0.62
2024-01-03,61,75421,520,Employed,Bachelor,43,128422,84,Married,0,Own,1650,0.633,2,1,0.263,0,Auto,1,29,29,8384,11164,300687,92679,6285,0.897,0,208008,0.0407,0.1039,2157.92,0.606,0,0.29
2024-03-03,71,24840,549,Employed,Associate,52,25252,36,Married,4,Other,1126,0.299,14,1,0.544,0,Auto,1,31,20,9696,3520,88733,39081,2070,0.982,15,49652,0.0577,0.1277,848.04,0.954,0,0.18
2023-09-25,71,48697,637,Self-Employed,High School,49,73807,60,Single,4,Rent,766,0.262,8,3,0.189,1,Debt Consolidation,1,41,20,32099,100,222177,101256,4058,0.905,0,120921,0.0336,0.0638,1439.97,0.544,0,1.64
2023-01-31,23,31576,631,Employed,Master,1,5697,24,Single,2,Rent,1307,0.558,5,3,0.497,1,Home,0,32,4,24534,6019,99768,2430,2631,0.452,1,97338,0.0312,0.0783,257.22,0.594,0,6.57
2024-10-17,54,26350,682,Employed,High School,35,12617,24,Married,0,Rent,1022,0.187,4,0,0.465,0,Auto,0,16,25,12662,4493,40561,19694,2195,0.737,24,20867,0.0448,0.0776,569.25,0.725,0,13.9
2024-06-01,58,98988,841,Employed,Associate,37,124902,72,Married,1,Mortgage,887,0.046,12,3,0.108,0,Education,0,45,14,48887,20775,129472,54107,8249,0.895,11,75365,0.0398,0.0452,1983.85,0.348,1,99.67
2024-05-26,52,29325,478,Self-Employed,Bachelor,33,16709,120,Married,1,Mortgage,312,0.074,4,0,0.128,0,Education,0,11,25,23884,479,92886,30896,2443,0.622,18,61990,0.0352,0.1021,222.76,0.219,0,0.32
2023-10-29,19,37513,748,Employed,Master,0,74089,84,Single,5,Rent,1164,0.291,7,1,0.372,0,Other,1,42,0,12909,8747,68472,67572,3126,0.932,0,900,0.0567,0.0753,1137.49,0.736,0,37.09
2024-04-24,20,35390,704,Employed,Master,2,30557,12,Single,4,Rent,806,0.357,9,3,0.273,0,Education,0,34,0,19365,1757,170070,35162,2949,0.693,2,134908,0.0462,0.0638,2635.27,1.167,1,85.16
2023-03-25,56,95782,604,Employed,High School,34,70388,36,Single,4,Rent,1213,0.378,6,0,0.152,0,Debt Consolidation,0,43,29,29252,6773,504050,125322,7981,0.788,3,378728,0.0327,0.0693,2171.13,0.424,0,25.53
2023-11-10,67,90106,620,Self-Employed,High School,49,138575,36,Single,4,Mortgage,1949,0.227,8,2,0.26,1,Education,0,23,40,13201,11754,429824,120171,7508,0.812,4,309653,0.0553,0.0933,4427.96,0.849,0,24.29
2024-05-14,28,102247,760,Employed,Associate,7,95955,48,Single,4,Mortgage,991,0.339,13,0,0.116,0,Home,0,45,3,6401,29733,465231,91119,8520,0.379,7,374112,0.0548,0.0606,2256.15,0.381,1,97.11
2023-11-13,20,36562,654,Employed,Associate,0,65048,84,Single,4,Own,799,0.213,1,0,0.262,0,Debt Consolidation,1,40,1,12913,3218,66989,31458,3046,0.739,0,35531,0.0323,0.0619,956.19,0.576,0,22.74
2024-03-06,41,106382,631,Employed,High School,22,168635,84,Divorced,2,Rent,1990,0.314,4,3,0.224,0,Debt Consolidation,0,12,10,66983,202,123151,105567,8865,0.765,22,17584,0.0485,0.082,2645.22,0.523,0,32.78
2023-07-23,36,36406,565,Self-Employed,Bachelor,15,53051,12,Widowed,5,Rent,335,0.238,11,2,0.11,0,Home,0,37,9,30274,5525,66574,73954,3033,0.902,11,-7380,0.0599,0.1042,4674.39,1.651,0,1.37
2023-03-27,75,37147,584,Employed,Master,57,51405,24,Single,3,Mortgage,496,0.453,4,1,0.16,0,Education,0,15,24,5944,4518,49926,39331,3095,0.698,14,10595,0.0469,0.0889,2345.83,0.918,0,7.23
2024-03-27,71,38201,550,Unemployed,High School,50,77674,48,Single,1,Own,1115,0.07,5,2,0.35,0,Debt Consolidation,0,15,29,22896,9860,181576,64493,3183,0.929,13,117083,0.0462,0.1062,1993.22,0.976,0,0.56
2024-01-24,50,38903,739,Employed,Master,29,75914,60,Single,2,Own,579,0.344,1,1,0.179,0,Education,0,37,25,2596,6243,163325,52335,3241,0.589,14,110990,0.0386,0.0476,1424.26,0.618,1,95.42
2023-05-19,73,51772,589,Employed,High School,53,43668,120,Married,5,Rent,1107,0.031,15,3,0.257,0,Debt Consolidation,0,11,25,4985,5594,250445,41112,4314,0.856,21,209333,0.0519,0.0975,571.05,0.389,0,16.11
2024-09-11,31,35619,552,Employed,Master,11,77752,60,Married,4,Own,983,0.217,13,2,0.331,0,Auto,0,41,9,22611,51,178227,94166,2968,0.881,5,84061,0.0382,0.0968,1639.78,0.884,0,0.62
2024-08-14,75,60821,675,Employed,Master,55,122827,48,Widowed,4,Rent,2013,0.496,5,1,0.397,0,Debt Consolidation,1,19,41,14779,3208,55123,199278,5068,0.858,8,-144155,0.0501,0.0812,3005.49,0.99,0,7.71
2023-07-11,43,14695,586,Employed,Bachelor,20,21227,48,Single,2,Rent,318,0.146,13,7,0.26,0,Debt Consolidation,0,48,12,1853,2104,71746,16451,1224,0.428,19,55295,0.0344,0.0809,519.11,0.684,0,18.03
2023-11-09,45,60722,799,Employed,Master,23,128728,36,Single,4,Other,1557,0.175,12,3,0.308,0,Education,0,37,21,21921,10225,141827,213432,5060,0.691,19,-71605,0.0465,0.0619,3927.25,1.084,1,96.71
2024-09-18,20,31418,663,Employed,Bachelor,2,5579,120,Single,1,Rent,792,0.169,2,1,0.302,0,Auto,0,17,0,24695,7182,119615,8981,2618,0.57,2,110634,0.0391,0.0685,64.35,0.327,1,81.68
2024-10-06,28,38765,678,Employed,Master,9,26523,12,Divorced,1,Rent,1566,0.103,14,0,0.485,0,Debt Consolidation,0,13,6,22617,7198,51230,17442,3230,0.908,8,33788,0.0416,0.0764,2302.78,1.198,0,23.73
2023-01-07,29,39236,678,Unemployed,Bachelor,11,19689,84,Married,3,Mortgage,212,0.207,0,2,0.065,0,Debt Consolidation,0,27,3,24882,2496,49339,29679,3269,0.904,11,19660,0.0336,0.0474,275.88,0.149,1,56.95
2023-11-27,46,86819,711,Employed,High School,27,143854,120,Married,4,Mortgage,1168,0.209,3,1,0.161,0,Home,0,37,20,75843,13459,255924,51103,7234,0.732,20,204821,0.0402,0.0505,1529.31,0.373,1,97.03
2023-07-13,29,69724,723,Self-Employed,Bachelor,7,84173,36,Single,2,Rent,1855,0.408,10,1,0.319,0,Debt Consolidation,0,6,7,53772,7064,177466,94244,5810,0.837,7,83222,0.0402,0.0562,2546.24,0.757,1,81.55
2024-02-23,23,49872,662,Self-Employed,Associate,0,33101,60,Divorced,4,Rent,1280,0.258,9,1,0.308,0,Auto,0,32,4,40779,8696,217373,26084,4156,0.784,0,191289,0.0402,0.0701,655.6,0.466,1,81.7
2024-03-27,53,37887,568,Employed,Master,33,64092,12,Married,1,Mortgage,1323,0.5,12,1,0.419,0,Other,0,13,16,8813,6727,190539,104418,3157,0.495,12,86121,0.0479,0.1068,5655.0,2.21,0,0.46
2024-05-03,68,80132,646,Employed,Associate,46,13238,12,Widowed,4,Rent,2989,0.191,4,4,0.448,0,Debt Consolidation,0,37,38,28985,2174,367095,4566,6677,0.425,20,362529,0.05,0.0909,1158.24,0.621,0,44.11
2023-02-02,22,132900,665,Self-Employed,Bachelor,2,224829,48,Married,3,Rent,4412,0.443,9,2,0.398,0,Debt Consolidation,0,47,1,89489,11699,669050,100293,11075,0.693,2,568757,0.0521,0.0857,5549.09,0.899,1,74.05
2023-04-17,50,53423,513,Employed,Associate,30,87602,72,Divorced,1,Rent,2433,0.406,14,1,0.546,0,Auto,0,37,18,34304,15296,123984,95403,4451,0.857,12,28581,0.0426,0.1216,1719.93,0.933,0,0.22
2023-04-27,73,24363,470,Employed,High School,51,33672,72,Single,3,Mortgage,536,0.462,15,1,0.264,0,Auto,0,4,28,9046,396,111613,65250,2030,0.649,11,46363,0.036,0.1117,643.85,0.581,0,0.23
2023-06-21,41,38122,550,Employed,High School,22,40891,72,Divorced,2,Own,1264,0.384,15,2,0.398,0,Other,0,37,12,4173,5384,57903,50405,3176,0.862,17,7498,0.0405,0.1029,763.53,0.638,0,0.94
2024-12-23,28,71654,484,Employed,High School,9,86218,120,Single,2,Own,2215,0.509,2,2,0.371,0,Home,0,43,9,52670,19263,405451,64465,5971,0.869,9,340986,0.0588,0.1364,1320.08,0.592,0,0.59
2023-03-26,22,43418,616,Employed,Associate,4,87734,72,Single,3,Own,469,0.546,1,1,0.13,0,Debt Consolidation,0,34,2,5044,9330,107493,164289,3618,0.357,4,-56796,0.0375,0.07,1495.78,0.543,0,10.3
2023-01-07,72,35265,590,Employed,Bachelor,53,32452,72,Married,3,Own,876,0.053,11,1,0.298,0,Home,0,7,22,119,8300,55880,49074,2938,0.754,18,6806,0.0311,0.0785,566.61,0.491,0,6.59
2024-02-13,41,34506,667,Employed,Associate,23,19281,36,Married,0,Own,1322,0.025,12,2,0.46,0,Home,0,21,14,28915,1325,96877,25766,2875,0.811,15,71111,0.0594,0.0957,618.26,0.675,0,20.37
2024-11-03,24,56717,723,Unemployed,Master,2,29264,84,Married,0,Rent,291,0.348,13,1,0.062,0,Auto,0,32,1,39550,4531,292129,36639,4726,0.879,2,255490,0.0368,0.0399,399.87,0.146,1,89.33
2024-01-16,68,25161,686,Unemployed,High School,45,11578,48,Single,4,Own,1004,0.208,1,1,0.479,0,Auto,0,16,44,12926,7094,45420,22451,2096,0.96,6,22969,0.0528,0.0852,285.49,0.615,0,36.85
2024-09-19,64,53245,699,Self-Employed,Associate,44,90314,24,Single,0,Mortgage,595,0.297,15,0,0.134,1,Home,0,11,25,36858,2190,221213,135148,4437,0.522,2,86065,0.0483,0.0602,4003.59,1.036,1,64.21
2024-07-25,58,56626,745,Employed,High School,37,6659,84,Married,0,Other,1388,0.11,10,0,0.294,0,Debt Consolidation,0,33,27,30512,9053,104697,9263,4718,0.645,18,95434,0.0374,0.0521,94.78,0.314,1,96.35
2024-10-07,22,43271,630,Employed,Bachelor,3,82603,48,Married,5,Own,1205,0.29,4,0,0.334,0,Home,0,28,3,36039,8198,126268,111145,3605,0.623,3,15123,0.033,0.0722,1986.47,0.885,0,7.64
2024-10-24,22,32162,425,Unemployed,Associate,4,67158,60,Single,2,Rent,701,0.149,9,3,0.262,0,Other,0,1,2,24880,778,148981,22496,2680,0.819,4,126485,0.0397,0.1266,1516.39,0.827,0,0.13
2024-05-22,30,90147,503,Self-Employed,Master,9,157645,12,Single,2,Mortgage,2815,0.257,14,3,0.375,0,Debt Consolidation,0,10,4,60770,20438,199002,49674,7512,0.613,8,149328,0.0336,0.1066,13907.94,2.226,0,0.67
2024-05-18,27,27822,704,Employed,Bachelor,9,21486,72,Single,3,Rent,168,0.165,2,4,0.072,1,Auto,0,29,5,18075,2304,112447,33806,2318,0.679,1,78641,0.0322,0.0398,335.96,0.217,1,75.21
2024-04-03,48,59063,677,Employed,Associate,25,45563,120,Married,0,Mortgage,1687,0.103,0,2,0.343,0,Home,0,38,14,25864,5824,183747,75624,4921,0.628,15,108123,0.035,0.0629,512.5,0.447,1,88.54
2024-11-19,40,77954,722,Employed,Doctorate,21,39343,72,Married,4,Rent,1693,0.52,1,1,0.261,0,Home,0,23,6,46774,7134,302724,72717,6496,0.758,12,230007,0.0321,0.0451,624.71,0.357,1,77.5
2024-12-10,62,58672,850,Employed,Bachelor,40,101947,60,Married,2,Rent,1119,0.382,7,2,0.229,0,Home,0,20,28,48901,6780,224125,112908,4889,0.848,20,111217,0.0424,0.0538,1941.66,0.626,1,96.88
2024-10-21,23,100266,679,Employed,Associate,4,88616,60,Single,5,Own,3595,0.268,12,2,0.43,0,Auto,0,44,2,73110,18344,258502,135184,8355,0.71,4,123318,0.0572,0.089,1835.22,0.65,0,37.37
2023-11-14,60,30708,651,Unemployed,Associate,42,63345,36,Single,4,Rent,1052,0.612,14,1,0.411,0,Home,0,6,22,22948,977,65098,53773,2559,0.797,20,11325,0.0419,0.0797,1984.13,1.186,0,4.71
2023-02-02,72,36480,691,Employed,Bachelor,51,39182,84,Married,2,Own,214,0.524,5,1,0.07,0,Home,0,7,53,11021,1596,103378,57462,3040,0.71,11,45916,0.0454,0.0562,565.28,0.256,1,81.35
2024-12-30,25,43018,552,Unemployed,Associate,6,22050,84,Married,2,Rent,277,0.455,8,1,0.077,0,Auto,0,18,6,24537,3637,143727,34120,3584,0.489,6,109607,0.0538,0.0996,365.6,0.179,0,0.6
2023-08-09,55,280786,727,Employed,Bachelor,35,185700,24,Single,2,Own,1781,0.41,3,0,0.076,0,Home,0,36,22,184385,24510,1205175,197457,23398,0.542,1,1007718,0.031,0.0348,8021.1,0.419,1,99.9
2024-09-08,47,69835,644,Employed,Associate,28,79064,60,Divorced,2,Rent,609,0.266,10,1,0.105,0,Other,0,41,9,40321,6342,234981,87360,5819,0.789,13,147621,0.0457,0.07,1565.56,0.374,1,54.6
2023-09-16,23,76688,811,Employed,High School,0,130157,72,Single,2,Rent,1261,0.568,1,0,0.197,0,Other,1,20,2,41230,20125,169674,108463,6390,0.946,0,61211,0.0319,0.0417,2046.43,0.518,1,94.11
2024-04-29,34,75107,515,Self-Employed,Bachelor,13,40533,72,Divorced,5,Rent,2217,0.335,7,1,0.354,0,Debt Consolidation,0,21,9,58410,2302,386214,76194,6258,0.869,4,310020,0.0548,0.1238,800.46,0.482,0,1.41
2023-01-17,63,56354,660,Employed,Associate,41,37197,120,Married,3,Mortgage,997,0.352,14,1,0.212,0,Home,1,10,21,37954,5119,128649,46530,4696,0.704,9,82119,0.0343,0.0599,412.78,0.3,1,60.85
2023-09-05,68,91557,603,Employed,Master,47,122395,36,Married,1,Rent,1781,0.445,9,2,0.233,0,Debt Consolidation,0,7,49,72707,7780,378811,64139,7629,0.797,22,314672,0.0559,0.0968,3930.98,0.749,0,29.83
2023-05-22,39,21265,564,Self-Employed,Master,16,42955,48,Married,4,Rent,950,0.137,1,1,0.536,1,Auto,0,25,18,13157,2791,72369,62866,1772,0.819,16,9503,0.0463,0.1121,1114.58,1.165,0,0.26
2023-10-29,24,62223,716,Employed,Associate,4,118229,48,Married,4,Rent,2768,0.22,1,1,0.534,0,Debt Consolidation,0,20,2,33237,687,220265,99896,5185,0.992,4,120369,0.0496,0.0773,2871.35,1.088,1,62.76
2023-04-23,32,67111,631,Employed,High School,9,63850,60,Widowed,4,Rent,2827,0.244,2,1,0.505,0,Home,0,37,5,55881,7336,344627,88225,5592,0.672,7,256402,0.054,0.1015,1361.34,0.749,0,21.26
2024-03-12,66,90158,779,Employed,Associate,43,180784,84,Single,4,Mortgage,3259,0.104,10,3,0.434,0,Home,1,41,29,22285,15234,296952,229485,7513,0.612,15,67467,0.0451,0.0668,2700.32,0.793,1,77.76
2023-04-22,51,30398,612,Employed,High School,28,64547,72,Married,0,Own,974,0.446,14,1,0.384,0,Education,0,36,21,16526,4322,112259,47684,2533,0.786,7,64575,0.0457,0.0919,1169.59,0.846,0,5.52
2023-11-10,42,31538,624,Employed,Master,20,28187,36,Single,0,Rent,1159,0.146,0,0,0.441,0,Home,1,10,7,24486,2976,48012,24856,2628,0.896,15,23156,0.0581,0.1042,915.08,0.789,0,2.81
2024-04-07,18,32550,841,Employed,Master,0,9476,36,Divorced,1,Rent,1190,0.394,8,4,0.439,0,Home,0,22,0,13082,4240,144834,16385,2712,0.818,0,128449,0.0382,0.0602,288.36,0.545,1,63.6
2024-04-12,63,70344,538,Employed,High School,41,71108,60,Single,0,Rent,1720,0.05,11,3,0.293,0,Auto,0,34,31,19965,11960,121584,99110,5862,0.697,16,22474,0.0329,0.093,1486.46,0.547,0,1.96
2024-08-08,44,70848,589,Self-Employed,Bachelor,25,77652,84,Single,3,Rent,2869,0.154,0,0,0.486,0,Debt Consolidation,0,15,19,34314,15332,177348,89928,5904,0.911,18,87420,0.0336,0.0907,1252.11,0.698,0,21.19
2024-08-09,49,33694,381,Employed,Associate,31,11055,24,Married,1,Mortgage,1454,0.21,8,0,0.518,0,Debt Consolidation,0,43,24,12389,2948,164799,18328,2807,0.923,0,146471,0.0354,0.1461,533.97,0.708,0,0.06
2023-04-18,66,141087,619,Unemployed,Master,47,259142,120,Divorced,2,Other,3833,0.143,12,3,0.326,0,Education,0,22,41,120625,5915,427426,308388,11757,0.984,1,119038,0.0464,0.088,3254.72,0.603,1,69.19
2024-02-09,50,62516,722,Employed,Doctorate,29,47362,24,Married,2,Mortgage,2178,0.206,7,2,0.418,0,Home,0,24,10,9097,5350,73000,79207,5209,0.809,0,-6207,0.0327,0.0536,2085.48,0.818,0,46.35
2023-05-20,71,57647,696,Employed,Bachelor,53,76618,48,Single,4,Mortgage,2053,0.419,15,4,0.427,0,Home,0,42,18,18205,8290,266727,109124,4803,0.665,13,157603,0.0491,0.0764,1857.55,0.814,0,26.93
2024-04-11,50,48834,672,Self-Employed,High School,31,14282,84,Single,3,Own,1302,0.493,1,0,0.32,0,Debt Consolidation,0,23,28,1124,9640,111048,7463,4069,0.845,1,103585,0.0515,0.0795,222.25,0.375,1,66.23
2023-09-06,37,86270,581,Employed,High School,16,158358,72,Widowed,4,Rent,1975,0.129,4,3,0.275,0,Education,0,24,11,73075,15609,255076,202774,7189,0.45,9,52302,0.047,0.0955,2897.91,0.678,0,30.51
2024-11-07,71,65824,642,Self-Employed,Bachelor,52,71759,120,Married,4,Mortgage,2908,0.658,2,1,0.53,0,Debt Consolidation,0,3,42,35981,17130,87821,75523,5485,0.737,11,12298,0.0572,0.1032,961.06,0.705,0,7.77
2023-07-28,55,139375,624,Self-Employed,Bachelor,33,295408,60,Single,3,Rent,5659,0.6,3,3,0.487,0,Debt Consolidation,0,2,34,24607,35885,456598,418994,11614,0.85,13,37604,0.0587,0.107,6378.78,1.036,0,23.43
2024-05-10,62,29526,659,Employed,Doctorate,39,61132,12,Widowed,3,Own,1010,0.245,14,1,0.41,0,Auto,0,42,34,1700,4026,49785,51529,2460,0.441,17,-1744,0.0327,0.0685,5285.33,2.558,0,23.66
2024-10-29,31,25014,675,Employed,Associate,13,32014,24,Married,0,Own,281,0.16,0,1,0.135,0,Home,0,47,6,14868,3728,97620,37898,2084,0.742,13,59722,0.0582,0.0762,1442.36,0.827,1,90.37
2023-08-04,56,37420,628,Employed,High School,35,74041,36,Married,5,Rent,314,0.314,10,2,0.101,0,Auto,0,35,22,5111,8918,122363,74889,3118,0.566,8,47474,0.0425,0.0706,2288.2,0.834,0,36.51
2024-07-04,50,71444,662,Self-Employed,Bachelor,28,152983,120,Single,3,Rent,1530,0.471,9,0,0.257,0,Debt Consolidation,0,9,21,51999,5412,374268,110731,5953,0.854,14,263537,0.0326,0.06,1698.42,0.542,1,86.3
2023-10-15,24,43737,651,Self-Employed,Bachelor,6,22775,84,Married,0,Own,1567,0.254,10,2,0.43,0,Other,0,11,2,11812,803,159993,23373,3644,0.44,6,136620,0.0565,0.0952,372.47,0.532,0,35.13
2024-05-30,32,102284,599,Employed,Bachelor,10,109558,36,Divorced,4,Mortgage,834,0.445,5,0,0.098,0,Home,0,24,12,159,8547,150926,182141,8523,0.701,10,-31215,0.056,0.0912,3490.04,0.507,0,44.63
2024-08-23,70,44498,667,Employed,Bachelor,49,16951,36,Divorced,1,Rent,269,0.185,1,2,0.073,0,Debt Consolidation,0,2,22,8400,187,195343,24593,3708,0.779,13,170750,0.0342,0.0511,508.87,0.21,1,88.52
2024-07-12,51,93055,545,Employed,Bachelor,30,15361,36,Married,1,Mortgage,2159,0.452,5,1,0.278,0,Debt Consolidation,0,3,27,75294,6522,136025,16329,7754,0.891,23,119696,0.0502,0.1078,501.3,0.343,0,1.52
2023-04-03,62,35761,676,Employed,High School,44,71167,72,Married,3,Own,1227,0.221,9,0,0.412,0,Home,0,22,31,1903,6263,125684,22495,2980,0.629,12,103189,0.0569,0.0885,1277.53,0.84,0,25.67
2023-05-20,27,97882,560,Self-Employed,Associate,7,57688,84,Single,1,Mortgage,3939,0.172,7,3,0.483,0,Debt Consolidation,0,0,7,21943,24409,462642,59989,8156,0.714,7,402653,0.0323,0.0965,947.29,0.599,0,3.19
2024-09-14,30,107428,657,Self-Employed,Master,10,26132,12,Married,0,Rent,2696,0.052,14,0,0.301,0,Auto,0,37,10,51460,23300,508614,47263,8952,0.812,10,461351,0.0431,0.0739,2265.82,0.554,1,73.69
2023-11-06,72,40847,701,Employed,Bachelor,54,70312,84,Married,5,Own,1350,0.297,0,0,0.397,0,Education,0,8,24,24702,11569,230609,57997,3403,0.874,6,172612,0.0529,0.0775,1087.16,0.716,0,23.94
2023-01-27,42,69201,576,Self-Employed,Bachelor,20,36922,12,Single,3,Own,2370,0.234,0,2,0.411,0,Debt Consolidation,0,33,13,50935,4391,338602,18652,5766,0.462,5,319950,0.0303,0.0868,3223.41,0.97,0,2.02
2024-11-21,69,61936,752,Employed,Bachelor,48,73149,24,Widowed,1,Mortgage,808,0.233,14,2,0.157,0,Debt Consolidation,0,17,49,31059,239,308178,111988,5161,0.848,22,196190,0.048,0.0558,3228.18,0.782,1,95.82
2023-04-05,64,70147,820,Employed,Associate,41,136657,72,Divorced,5,Rent,2767,0.439,2,0,0.473,0,Debt Consolidation,0,25,37,4037,8718,206338,122485,5845,0.618,15,83853,0.0312,0.0548,2231.41,0.855,1,67.85
2024-04-16,37,102972,601,Self-Employed,Master,19,73926,60,Single,5,Own,491,0.152,13,1,0.057,0,Debt Consolidation,0,29,12,44605,12320,152081,27683,8581,0.5,19,124398,0.0454,0.078,1491.89,0.231,0,43.15
2024-12-30,73,88133,646,Employed,Doctorate,51,189464,72,Single,3,Mortgage,667,0.284,0,0,0.091,0,Other,0,39,24,52293,16086,171721,144494,7344,0.762,9,27227,0.0487,0.0718,3246.57,0.533,1,54.33
2024-01-01,63,70056,769,Employed,High School,42,70053,120,Single,0,Rent,2061,0.089,11,2,0.353,0,Home,0,23,34,45914,14471,233214,22317,5838,0.612,24,210897,0.0317,0.0494,740.97,0.48,1,60.57
2023-02-13,25,75472,498,Employed,High School,4,64243,48,Single,2,Rent,2559,0.608,6,1,0.407,0,Debt Consolidation,0,43,3,51996,12245,358242,114909,6289,0.58,4,243333,0.0557,0.1316,1728.58,0.682,0,0.43
2024-12-02,23,28720,663,Employed,High School,4,52945,84,Single,5,Rent,285,0.353,7,0,0.119,0,Other,0,5,2,12901,5799,50526,78937,2393,0.838,4,-28411,0.0537,0.0739,809.21,0.457,1,82.66
2024-03-28,25,53079,632,Employed,High School,3,46438,24,Married,1,Mortgage,749,0.162,15,1,0.169,0,Auto,0,10,2,35673,4167,178034,32529,4423,0.493,3,145505,0.0451,0.0756,2090.96,0.642,0,22.68
2023-05-31,60,31233,741,Employed,Master,41,5376,60,Single,5,Rent,1080,0.224,13,1,0.415,0,Debt Consolidation,0,43,22,27971,6024,186701,5368,2602,0.925,0,181333,0.0373,0.058,103.43,0.455,0,42.18
2023-06-20,26,53686,637,Employed,Bachelor,4,99789,72,Single,3,Mortgage,2178,0.18,6,3,0.487,0,Education,0,4,3,35069,8389,176395,135942,4473,0.612,4,40453,0.0307,0.0758,1729.23,0.873,0,22.35
