Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalLiabilities,JobTenure,NetWorth,LoanApproved,LoanToIncomeRatio,SavingsToLoanRatio
35,41019,644,0,3,54275,48,964,0.236,0.282,0,1,0,31,14,20896,4567,90244,15,29903,0,1.3231350560702098,0.38499520966909867
69,51905,541,0,3,29073,84,1977,0.094,0.457,0,1,0,25,27,40220,6748,54534,8,138791,0,0.5601086579586175,1.3833665818256862
49,51586,706,1,1,15625,12,1473,0.195,0.343,0,0,0,38,30,32562,14415,6089,10,102902,1,0.30288638610502644,2.0838346345833867
56,33275,850,2,3,13863,48,538,0.059,0.194,0,1,0,40,19,25083,5585,19976,4,73721,1,0.4166065632888568,1.8092181188690133
58,32022,531,0,1,61406,12,261,0.491,0.098,0,2,0,41,12,26707,255,81964,23,7623,0,1.9175592542859818,0.43491784324262706
49,70310,649,1,4,39000,72,2189,0.333,0.374,0,4,0,14,21,37024,4797,62881,4,202512,0,0.5546784998079959,0.9493089920771263
19,71981,809,0,2,86851,60,2412,0.229,0.402,0,3,0,27,0,60240,9911,37882,1,390094,1,1.2065655302714569,0.6935936996269516
71,34799,590,0,1,36954,48,332,0.305,0.114,0,1,0,45,51,23241,7515,12424,12,121941,0,1.0618965517241379,0.6289000135299688
45,71006,699,0,0,127366,24,3157,0.056,0.534,0,1,0,12,15,14689,20057,115139,7,195753,1,1.7937104792485248,0.11532814622311902
56,71606,695,1,0,74267,120,662,0.212,0.111,0,4,0,2,20,11078,4379,69343,6,233512,1,1.0371472062787157,0.14916249259438788
50,44841,719,0,1,22322,120,1021,0.173,0.273,0,3,0,27,18,34280,3320,35946,3,218098,1,0.49779224833861113,1.5356358912332573
56,28374,824,0,4,22491,48,185,0.068,0.078,0,0,0,48,29,24979,878,21435,21,23248,1,0.7926343612334802,1.110572648052641
38,53168,498,0,3,85874,120,1044,0.244,0.236,1,3,0,5,17,17863,10914,43072,18,189770,0,1.6151140702288929,0.20801164483260554
66,65025,677,0,3,104705,120,1806,0.254,0.333,0,0,1,18,36,7649,3559,109750,2,59781,1,1.610202073016947,0.07305216510992685
31,52605,614,2,3,44551,24,1039,0.075,0.237,0,0,0,17,7,3835,9141,34149,0,147597,0,0.8468805839638064,0.08607918836415873
55,40285,656,0,1,75754,84,1769,0.19,0.527,0,1,0,14,12,27942,5445,47321,18,24972,0,1.880405103509904,0.36884694079598707
51,68424,664,0,0,125869,12,3000,0.175,0.526,0,2,0,21,26,39263,11819,216726,14,156582,0,1.839517720131531,0.31193294669103044
47,101993,633,1,2,126175,60,2393,0.064,0.282,0,1,0,19,20,90092,21407,190789,16,67390,1,1.2370825734847148,0.714018513821963
19,36858,562,0,0,50770,84,815,0.417,0.265,0,0,0,16,0,11516,7957,61928,0,7071,0,1.3774112157139369,0.22682239861338166
40,46676,568,0,1,36088,72,1916,0.156,0.493,0,0,0,37,12,35445,7219,52579,11,145079,0,0.7731430897444137,0.9821552273545956
20,213538,850,1,4,249107,12,2729,0.144,0.153,0,2,0,14,0,1859,3229,111905,1,462870,1,1.1665644214874098,0.007462626651893958
47,62657,535,1,4,71820,60,450,0.19,0.086,0,2,0,40,14,29887,1612,34980,7,154207,0,1.1462223498994542,0.4161317720443881
57,28755,770,2,3,52302,72,213,0.137,0.089,0,0,0,37,15,12700,3825,37794,13,25445,1,1.8188204200862428,0.2428158996615873
48,42668,566,0,1,62888,48,1052,0.505,0.296,0,0,0,3,23,21578,9525,99522,21,28880,0,1.473856898450866,0.34311246799917317
61,37106,668,0,1,51887,84,556,0.066,0.18,0,4,0,23,42,30464,10393,40173,6,34326,1,1.3983075969493626,0.5871106999691643
38,65525,837,0,1,68103,84,2497,0.513,0.457,0,1,0,4,10,12380,9586,51455,8,221768,1,1.0393279003754234,0.18178080582638317
35,63187,731,1,4,99807,120,1993,0.103,0.378,0,0,0,25,16,50825,5167,85942,0,261470,1,1.5795245932772046,0.5092277172170567
43,39409,530,0,0,54776,12,754,0.31,0.23,0,4,0,35,8,10965,2329,66383,11,48449,0,1.38990104034509,0.2001752560381182
31,137057,629,0,3,138554,24,2234,0.311,0.196,0,3,0,36,6,54410,20324,110027,11,228762,1,1.0109150870434416,0.3926960412832449
64,56532,657,0,3,38905,60,1170,0.084,0.248,0,0,0,46,43,43916,6496,57626,7,150712,1,0.6881821237153521,1.128771911787385
64,43136,752,0,1,83728,60,986,0.313,0.274,0,0,0,40,32,25905,611,126072,7,-28915,1,1.9409787421471127,0.3093910114775048
42,29420,664,0,1,35493,60,382,0.173,0.156,0,0,0,36,19,9992,2479,56833,5,94615,1,1.2063831956765576,0.2815123682875979
63,34634,645,0,4,59519,36,1445,0.275,0.501,0,0,0,45,30,3074,5771,44648,10,32426,0,1.7184639815215823,0.05164650537634408
19,29056,814,0,4,24316,72,334,0.242,0.138,0,3,0,11,0,3696,2437,25317,0,118936,1,0.8368379392229067,0.15199243327713122
26,49252,802,0,1,22874,12,1074,0.552,0.262,1,0,0,32,2,14479,14064,22014,7,34351,1,0.46441841106125514,0.6329617486338798
34,34805,722,0,1,41161,12,1273,0.569,0.439,0,0,0,17,9,9231,1924,77610,10,92574,0,1.1825834626213871,0.22426024002720957
40,80177,603,2,3,136550,60,2915,0.055,0.436,0,0,1,40,10,41752,19783,193492,7,174305,0,1.7030856344633192,0.3057612174205974
31,40448,421,2,1,16267,60,169,0.468,0.05,0,0,0,22,7,851,11625,14724,12,46010,0,0.4021607456302999,0.0523112859601672
47,82462,544,2,1,167269,60,2936,0.09,0.427,0,2,0,42,22,36683,18767,247311,14,123011,0,2.028412742684598,0.2193041190888982
64,69267,521,1,1,147200,12,1837,0.18,0.318,0,3,0,1,42,14606,8994,123998,6,-19268,0,2.125079401743951,0.09922486939626769
44,74813,654,1,1,78355,36,632,0.638,0.101,0,0,0,14,21,56337,16733,91796,9,278486,0,1.0473307135028203,0.7189876971769871
44,84827,744,1,1,16174,36,3257,0.367,0.461,0,3,0,45,10,19315,16382,23856,0,289140,1,0.19066817560239543,1.1941267387944359
21,146775,837,0,4,118023,48,2538,0.312,0.207,0,3,0,30,1,7856,32029,70428,0,93566,1,0.8041028506022783,0.06656273300345693
34,35436,774,0,4,24465,48,922,0.234,0.312,0,2,1,36,12,22733,8547,40623,12,63688,1,0.6903801111832266,0.9291670072754026
64,82702,596,1,1,158412,60,2604,0.165,0.378,0,1,0,21,24,58337,163,151454,9,94671,0,1.9154323301452185,0.3682589181443442
65,66108,682,0,4,121159,48,2083,0.188,0.378,1,0,0,6,18,6508,14544,132753,11,-65115,0,1.8327156665506965,0.05371409706173655
24,92193,696,1,1,201176,72,1006,0.289,0.131,0,1,0,11,4,78873,10279,195767,3,164643,1,2.182094279454194,0.3920577401989293
19,57262,519,2,0,77889,36,1556,0.207,0.326,0,4,0,3,0,5126,13652,87387,0,181200,0,1.360197684368615,0.06581075876235717
66,97538,581,0,0,135073,24,2982,0.145,0.367,0,3,0,27,21,78877,23560,149782,15,264274,0,1.3848101784927054,0.5839539807809053
28,28401,621,2,4,44918,48,572,0.368,0.242,1,3,0,34,7,23974,6014,61275,8,81985,0,1.5815083444827829,0.5337162447961887
51,32788,850,0,1,10434,84,507,0.294,0.186,0,0,0,23,24,25655,1015,6093,6,154001,1,0.3182164750373601,2.458552946813608
65,40757,694,0,4,51123,12,1404,0.08,0.413,0,4,0,3,19,4822,9414,18219,16,111821,0,1.2543059031355808,0.09431969329473437
63,52188,541,0,1,11864,72,1843,0.369,0.424,0,3,0,43,25,6667,10616,19597,23,216950,0,0.22732759776964495,0.5619047619047619
49,55446,621,2,3,86280,120,1483,0.093,0.321,0,3,0,38,28,7992,9747,35875,20,79415,0,1.5560805814561653,0.09262757733452325
39,37420,700,2,1,56521,12,762,0.116,0.244,0,0,1,33,13,23962,7218,53262,16,75733,1,1.5104085941049143,0.42394112027175257
62,33009,637,0,1,38460,24,335,0.572,0.122,0,0,1,13,13,4271,5884,65384,11,104120,0,1.1651014843986671,0.11104755466576532
58,39040,627,0,1,71285,12,622,0.686,0.191,0,1,0,12,36,31880,2180,74712,4,6907,0,1.8259009758971338,0.4472126364222989
66,23048,725,0,4,8983,12,785,0.358,0.409,0,1,0,1,25,17157,4483,12827,14,78635,0,0.38973491257755216,1.9097284060552093
47,46907,786,2,3,77722,120,847,0.095,0.217,0,3,0,45,11,33882,4897,107268,2,-2864,1,1.6569028737102414,0.4359327354837049
72,52617,769,1,1,111142,84,436,0.295,0.099,0,2,0,4,30,40131,5072,171413,22,88093,1,2.1122429586833404,0.3610753713684173
62,67542,632,0,1,76515,12,2512,0.306,0.446,0,3,0,1,29,9201,15287,134154,20,141266,0,1.1328338984054602,0.12024935961106174
21,58890,645,0,4,110024,48,1170,0.338,0.238,0,3,0,34,1,64,2590,108591,1,46776,0,1.8682650999303798,0.0005816859804589865
35,132813,632,0,1,152908,72,2025,0.197,0.183,0,4,0,11,7,61789,9087,155411,12,218164,0,1.151294291264475,0.40409001432224395
64,81323,755,2,3,34235,120,3589,0.044,0.53,0,1,0,13,33,57939,23837,19371,11,148118,1,0.4209704392307314,1.692341395022783
24,78327,624,1,3,8551,12,2445,0.522,0.375,0,2,0,6,4,62438,14181,4561,6,273983,0,0.10916913491982433,7.300982226379794
59,65013,486,0,0,57577,36,2118,0.469,0.391,0,0,0,14,21,43629,3506,31625,11,179758,0,0.8856092533915771,0.7577373302302963
37,70817,703,1,1,51091,120,3140,0.345,0.532,0,2,0,25,15,21993,5064,94729,15,106722,1,0.7214408766132904,0.43045878023956785
30,48515,707,0,2,19199,60,308,0.253,0.076,0,3,0,2,11,15730,1794,30962,11,191951,1,0.39572512160936596,0.8192708333333333
49,56943,623,0,0,46234,48,915,0.143,0.193,0,0,0,25,9,37579,15158,56618,18,70639,0,0.8119204832818208,0.8127825240618579
72,141602,826,0,1,56822,36,2807,0.216,0.238,0,0,0,28,53,119411,2239,31210,13,305967,1,0.4012768091071517,2.1014553965823697
70,52311,611,1,1,25908,12,1129,0.186,0.259,0,3,0,45,43,41064,11026,9022,6,178022,0,0.4952592139470867,1.5849318769539542
41,27835,787,0,3,43990,84,259,0.326,0.112,0,0,0,10,18,5185,3297,42453,1,59021,1,1.5803276332806437,0.11786501784455912
18,76757,539,2,1,166638,24,1629,0.567,0.255,0,3,0,34,0,41764,22722,196232,0,87250,0,2.1709528648479637,0.25062560385023913
69,83918,684,1,3,31286,120,3276,0.523,0.468,0,2,0,24,27,51278,19124,53180,24,298628,0,0.37281187812056865,1.6389554767155687
70,58528,587,0,1,19815,12,390,0.225,0.08,0,4,0,39,36,50808,8693,22557,3,231149,0,0.3385501204531087,2.56398869600323
53,21180,653,1,4,33101,120,434,0.08,0.246,0,0,0,6,21,75,1068,55670,19,22241,0,1.5627685189556677,0.0022657241254304874
54,103084,728,0,4,166541,120,2563,0.287,0.298,0,1,1,3,14,82693,15206,238776,24,284124,1,1.6155696755105011,0.49652940399418766
48,60776,608,0,1,56113,24,574,0.385,0.113,0,3,0,48,29,27542,9769,37631,10,107517,0,0.9232604439179295,0.4908222546957978
18,46391,597,0,4,40030,72,1774,0.166,0.459,0,1,0,13,0,4910,315,38835,0,-9108,0,0.8628642869460251,0.1226549424196248
27,98128,639,0,0,171254,48,4468,0.245,0.546,0,1,0,34,6,75836,12900,166553,9,283375,0,1.7451925526602736,0.4428250270065108
26,19686,850,1,1,39490,120,717,0.307,0.437,1,0,0,47,5,9795,1948,36367,3,60506,1,2.0058922131355716,0.24803119698159073
71,57292,678,0,0,72497,48,2048,0.075,0.429,0,3,0,35,39,17026,11121,142335,7,-46955,0,1.265372733143665,0.2348478578719413
20,41340,672,0,0,17891,72,1865,0.53,0.541,1,3,0,31,1,30582,11504,34606,0,161454,0,0.43276650298734914,1.7092555331991952
50,114241,699,0,1,94556,120,3518,0.264,0.37,0,3,0,37,15,102314,18094,84945,11,225272,1,0.8276815882074894,1.0820351745508001
39,61171,505,0,1,128640,36,1490,0.41,0.292,0,1,0,22,17,1722,12175,42116,7,169873,0,2.1029229059046624,0.013386089971315521
18,35160,742,2,3,58880,84,503,0.589,0.172,0,1,0,18,0,17345,8510,44627,0,120557,1,1.674582634168539,0.2945771980774783
71,95713,724,1,4,57156,84,3447,0.302,0.432,0,1,0,9,16,649,13473,62146,20,90927,1,0.5971540213552876,0.011354689714295712
19,15843,499,1,0,23424,120,332,0.308,0.251,0,1,0,14,0,1250,2142,41834,0,-23290,0,1.4784145417823782,0.05336179295624333
67,69839,850,0,3,52315,72,2729,0.401,0.469,0,2,0,36,48,33848,10211,46674,4,171561,1,0.7490693012600229,0.6469913601957337
63,28806,660,0,0,10575,24,1218,0.43,0.507,0,3,0,48,40,2669,3184,15474,10,38561,0,0.36709827472489326,0.2523638426626324
64,42992,559,2,0,90312,36,1836,0.544,0.512,0,0,0,48,27,17619,5781,159535,15,-85523,0,2.100621031330682,0.195088193283359
27,48033,688,0,1,69349,60,1800,0.124,0.45,0,3,1,38,6,16767,8483,44205,5,220454,0,1.443748178373652,0.24177361211247297
69,85396,578,1,1,120420,120,3035,0.11,0.426,0,0,0,21,42,27079,7862,86503,12,151910,0,1.4101197934353666,0.2248694164639058
52,163032,515,0,1,323263,24,5561,0.236,0.409,0,0,1,6,31,21777,5828,160472,8,483759,0,1.9828071617402612,0.06736599188279549
41,22252,635,1,1,22613,72,685,0.395,0.369,0,3,0,36,16,6673,2589,6849,11,30828,0,1.0161775940322653,0.29508269213761384
57,67721,639,0,3,45220,24,2788,0.461,0.494,0,4,0,44,17,5774,15388,84982,19,246540,0,0.6677298366852722,0.12768404060060592
37,162954,518,0,3,195783,36,2990,0.079,0.22,0,1,1,0,5,76989,14640,144840,14,318059,0,1.2014543892485656,0.3932343807461284
34,40681,589,2,2,84840,48,1213,0.614,0.358,0,2,0,20,5,106,6403,138013,1,18832,0,2.085443193549973,0.0012493959288551527
34,39438,567,2,3,49959,12,1550,0.099,0.472,0,3,0,33,5,25919,4897,75757,11,83606,0,1.2667410431298969,0.518795036028823
51,60959,627,0,1,50812,48,1624,0.087,0.32,0,3,0,35,29,1654,176,70173,8,-4314,0,0.8335301837270341,0.032550725208116034
52,81995,718,2,4,177823,12,1105,0.236,0.162,0,3,0,29,10,589,1465,167460,17,242092,1,2.1686789599492657,0.0033122638114090335
31,75267,672,0,1,59380,12,612,0.255,0.098,0,3,1,13,8,4534,8016,51468,12,91569,1,0.7889142796407503,0.07635438945117125
32,45281,657,0,2,65861,60,193,0.339,0.051,0,3,0,26,5,32599,4265,55696,10,62901,0,1.4544631420873637,0.4949591570252953
72,36269,495,1,2,70049,24,1148,0.329,0.38,0,1,1,33,50,29460,1345,29064,23,146605,0,1.9313206506754894,0.42055674518201286
47,104617,657,0,4,167327,60,3303,0.348,0.379,0,4,0,30,9,10887,21502,319944,9,-214328,1,1.5994092794738954,0.06506382673551349
67,36780,562,1,0,42632,84,804,0.17,0.262,0,1,0,20,30,19451,9559,18371,12,64811,0,1.1590766972077975,0.45624281659747146
37,20783,505,0,4,16655,120,253,0.716,0.146,0,3,0,25,12,8363,3818,23402,8,27833,0,0.8013375673595073,0.5021013448607109
34,26194,738,0,1,20682,36,740,0.191,0.339,0,1,0,27,6,17665,303,27194,7,25283,1,0.7895399885474327,0.854083063385389
34,40616,540,1,4,42530,120,1457,0.148,0.43,0,2,0,11,6,24693,6522,57760,1,10706,0,1.0470985055518625,0.5805882767863441
48,114262,668,1,0,134919,84,3703,0.638,0.389,0,0,0,20,26,66792,3374,210188,17,130789,0,1.1807759292159317,0.4950489178772606
63,29906,616,1,3,19440,12,651,0.319,0.261,0,2,0,7,19,3693,8019,7699,4,89076,0,0.6500150466445983,0.18995936423023507
47,115955,574,0,1,88744,24,1258,0.281,0.13,0,2,0,22,19,83089,24130,152351,12,396680,0,0.7653247783642071,0.9362668319341935
35,104131,769,0,1,171178,84,895,0.224,0.103,0,1,0,18,6,48147,27169,215879,14,-25743,1,1.6438558752352783,0.2812669778419082
73,60634,605,0,1,31680,72,1911,0.471,0.378,0,0,1,48,35,53824,17598,43277,17,158072,0,0.5224705203265441,1.6989362709510432
51,15145,612,1,4,22567,36,600,0.312,0.475,0,3,0,34,17,8011,3312,44868,19,-19974,0,1.489964347022316,0.35497164126196384
40,29970,593,1,4,38921,36,1161,0.092,0.465,0,1,0,16,10,9373,8872,54773,4,-6703,0,1.2986220012678924,0.24081496325985305
18,39467,675,0,3,63614,48,1600,0.061,0.486,0,0,0,33,0,30814,2743,24539,0,134666,0,1.611786763960677,0.4843826141633263
50,128714,645,1,3,118622,36,2379,0.283,0.222,0,2,0,27,22,17789,4275,54661,8,96190,1,0.9215864506856233,0.14996248619576305
54,40758,596,2,1,52223,48,450,0.292,0.132,0,2,0,19,29,2680,10601,91740,17,96104,0,1.2812630339311564,0.05131740196078431
71,36810,576,0,1,59725,120,321,0.479,0.105,0,2,0,20,29,20317,6953,62737,24,125482,0,1.6224769769905734,0.34017011016977533
31,59524,656,0,3,124104,12,958,0.129,0.193,0,3,0,0,6,42234,15329,204057,1,54796,0,2.084905501889962,0.3403086096450586
27,26775,601,0,3,9063,36,672,0.376,0.301,0,4,0,39,8,22328,6340,6353,4,40389,0,0.3384747535106065,2.4633715798764344
75,53513,815,0,0,19945,24,773,0.119,0.173,0,2,0,5,46,10241,6394,18159,13,60217,1,0.37270620772134394,0.5134362779504663
49,36341,612,0,0,16112,48,1363,0.178,0.45,0,2,1,4,23,32276,5670,13799,15,203857,0,0.4433437895547851,2.003103084465959
19,207705,690,2,3,192611,72,895,0.331,0.052,0,3,0,22,0,44621,45586,314697,0,366952,1,0.9273251615263882,0.23166261707474092
24,34241,651,2,2,34599,120,179,0.129,0.063,0,4,1,13,4,14964,576,65782,5,12937,0,1.0104257928859295,0.43248554913294796
45,142196,633,1,4,183726,72,1378,0.269,0.116,0,4,0,15,12,79364,26839,291573,14,94697,1,1.2920525749488385,0.4319669945081561
53,30635,740,0,3,19579,36,486,0.239,0.19,0,3,1,17,28,20882,6226,17364,6,54850,1,0.6390847369108239,1.0664964249233913
32,61783,712,0,1,114659,24,2143,0.134,0.416,0,3,0,1,5,10816,3021,183209,10,37650,1,1.8558040916742198,0.09433106575963719
39,69574,710,0,4,10223,120,1723,0.169,0.297,0,1,0,25,9,22856,520,4216,17,324342,1,0.14693496227093064,2.235524256651017
60,58155,709,0,1,124942,72,1526,0.122,0.315,1,1,0,20,32,21460,6468,219486,7,-79515,1,2.148393974826329,0.1717583217947384
74,56398,514,0,1,110530,48,797,0.156,0.17,0,1,0,33,21,47322,12659,102522,9,-1608,0,1.959786521037607,0.42813328387511196
46,83343,699,0,0,62209,60,3219,0.44,0.463,0,4,0,16,19,8347,346,56904,6,67494,0,0.7464124592052217,0.13417457000482239
42,66748,637,0,1,89744,36,2975,0.28,0.535,0,4,0,38,23,59056,4134,71582,2,180155,0,1.3444995430643156,0.6580422307649452
38,49689,613,0,3,75755,48,2198,0.253,0.531,0,4,0,28,12,19060,7404,77912,19,22348,0,1.5245522237874825,0.25159723322245103
25,38668,850,2,1,19839,12,1273,0.311,0.395,0,0,0,8,5,14241,6152,21291,3,57267,1,0.5130466264966769,0.7177923387096774
21,49867,527,1,0,109613,60,2071,0.223,0.498,0,0,0,39,0,9984,7532,101059,3,-24861,0,2.1980628860190903,0.09108325578849417
66,49560,651,0,4,23288,48,1577,0.216,0.382,0,4,1,15,30,43403,7114,25372,5,86609,0,0.4698855955287424,1.863669543561338
20,49075,644,0,4,13355,24,261,0.59,0.064,0,3,0,15,1,8784,263,22433,1,93215,0,0.2721289428641291,0.6576819407008087
65,56280,652,2,1,92870,36,1264,0.192,0.27,0,0,0,27,17,38841,6951,77514,23,120766,0,1.650112826708836,0.41822528022741223
32,26778,568,0,0,48576,72,462,0.202,0.207,0,2,0,28,8,6153,5808,91061,11,49694,0,1.8139586989805445,0.12666488255758898
58,32409,680,0,1,14712,48,825,0.231,0.305,0,4,0,44,12,4255,4439,28856,12,90840,1,0.453933970996606,0.28920002718684157
73,82115,558,0,1,36925,60,1560,0.687,0.228,0,3,0,39,40,7259,10226,27255,21,347367,0,0.4496687612645526,0.19658235389698314
61,17584,685,0,1,10106,84,598,0.504,0.408,0,1,0,46,15,6575,603,15111,8,73007,0,0.5746943417685527,0.6505392302364698
60,98569,674,2,1,133786,120,527,0.161,0.064,0,1,0,40,26,59437,23285,263322,20,28406,1,1.3572689459267526,0.4442658853251811
33,40967,638,0,3,51630,120,316,0.187,0.093,0,3,0,7,13,19504,6902,52332,11,34724,0,1.2602519039250146,0.3777575487594662
52,124833,653,1,1,162436,120,1993,0.269,0.192,0,0,0,23,33,104920,7750,85575,1,595498,1,1.3012160148677443,0.6459119535573792
55,100018,802,1,0,23797,48,3664,0.523,0.44,0,1,0,7,19,34286,23823,23999,20,146549,1,0.23792479428908508,1.4407093033027984
42,45995,712,0,1,71622,60,1007,0.196,0.263,0,3,0,7,12,553,4519,123470,8,-62925,1,1.5571354030785285,0.007720983482959384
20,48442,675,2,4,34854,36,1301,0.355,0.322,0,3,0,22,1,13117,9082,11170,0,79917,1,0.7194847552794005,0.3763305121216468
70,120166,698,0,1,126661,60,5214,0.174,0.521,0,1,0,38,47,101634,2801,181702,13,325637,1,1.0540414589696006,0.802403246435395
29,102397,663,1,4,49423,120,1907,0.051,0.223,1,4,1,24,6,90957,4613,96369,11,465683,0,0.48265591124826657,1.8403407251537713
74,88112,709,0,0,103525,60,3803,0.121,0.518,0,1,0,33,38,24602,10261,173963,20,105093,1,1.1749117610341266,0.237640785889535
72,95999,605,0,0,62616,12,2772,0.153,0.346,0,1,1,43,36,42488,21840,105482,23,28864,0,0.65225,0.6785377772809301
19,31452,850,0,0,43906,12,1090,0.105,0.416,0,1,1,24,0,20811,8042,67308,1,95256,1,1.3959240771945443,0.473979092172091
60,60032,676,0,3,31678,48,1890,0.416,0.378,0,2,1,16,35,52439,2820,34932,13,51246,0,0.5276764446221245,1.6553237160263896
54,36857,850,1,3,9930,72,296,0.122,0.096,1,0,0,10,12,14181,8883,14579,16,148981,1,0.26941233924792446,1.427952874836371
31,31050,850,0,4,57356,48,302,0.289,0.117,0,4,1,7,8,4388,4670,88905,0,58524,1,1.8471546810086632,0.07650330386875186
65,58802,614,0,4,63206,120,1451,0.378,0.296,0,3,0,39,29,44860,3370,124989,8,71518,0,1.0748771321191095,0.7097315170788046
24,44049,681,0,3,27615,72,1335,0.496,0.364,0,1,0,5,4,20185,2771,13271,5,219771,0,0.6269012485811578,0.7309168597914253
32,49855,692,0,3,98404,60,947,0.066,0.228,0,3,0,33,7,32761,4377,79178,0,16774,1,1.9737644415917843,0.3329200751994309
73,42191,744,0,0,64729,120,1571,0.65,0.447,0,2,0,16,53,37847,2410,54574,10,148958,0,1.5341533940083427,0.5846902518152325
61,28933,671,0,4,37797,72,153,0.2,0.063,1,2,0,39,25,19756,1031,48159,10,-8230,1,1.3063178267781848,0.5226731573099106
24,126550,768,0,1,102493,60,1366,0.709,0.13,0,3,0,45,1,45381,8380,95207,3,185869,1,0.8098948250112603,0.44276738150525885
26,58566,501,1,2,82610,24,1496,0.172,0.307,0,2,0,20,7,44162,2856,55634,7,93718,0,1.4105212833165435,0.5345777196741354
32,26341,605,0,2,5493,72,129,0.092,0.059,1,3,0,20,13,12249,4380,7491,10,57296,0,0.20852630779743375,2.2295231161266837
22,59336,642,0,0,121245,36,493,0.392,0.1,0,1,0,39,2,17339,781,71110,0,197937,0,2.0433287830527327,0.1430067796051004
28,115924,600,0,3,140586,84,2948,0.505,0.305,0,3,0,10,9,26824,33322,257033,6,-39325,0,1.2127323700668535,0.19080000284521328
51,87497,504,0,3,146517,60,3650,0.104,0.501,0,2,0,14,12,59856,6163,231010,23,8432,0,1.6745182747034217,0.4085231848646583
18,41799,739,0,1,89775,12,425,0.208,0.122,0,1,0,14,0,2177,10824,151045,0,18572,1,2.147727272727273,0.0242492425592586
34,42304,560,1,4,17474,12,256,0.093,0.073,0,1,0,45,8,32185,6454,30941,11,201160,0,0.4130481030611039,1.8417739628040057
36,33572,599,0,1,20781,120,682,0.131,0.244,0,4,0,25,7,1691,993,21908,8,44192,0,0.6189795371280493,0.08136849196419979
74,37379,727,0,3,19931,60,1197,0.564,0.384,0,2,0,32,43,15967,4781,37283,8,154302,0,0.5331995719636169,0.8010736504113988
74,38931,770,0,0,6095,120,1454,0.176,0.448,0,0,1,31,29,3064,8433,11340,2,108935,0,0.15655501900750027,0.5026246719160105
67,26000,609,1,4,19779,60,428,0.509,0.198,0,1,0,46,14,16075,4855,18352,6,59506,0,0.7607015114803277,0.8126895854398383
37,43391,566,0,0,68709,48,216,0.546,0.06,0,3,0,13,17,35939,8404,39963,15,196383,0,1.5834485619469028,0.5230534128947751
48,64343,586,2,0,47817,72,2838,0.373,0.529,0,3,0,8,19,4297,8863,70230,3,110093,0,0.7431462140992167,0.08986155840896734
47,44046,760,0,4,80951,24,1257,0.124,0.342,0,1,0,39,11,14344,8125,33151,24,70383,1,1.8378323154811906,0.17719142207728036
67,60395,765,0,0,109581,12,1833,0.32,0.364,0,2,0,23,21,18373,14215,155713,7,-74917,1,1.8143751241804094,0.16766439743753536
61,121901,690,0,3,138180,84,3267,0.276,0.322,0,1,0,48,17,31418,32791,70856,10,550374,1,1.133533494118226,0.22736845152372612
70,135649,682,0,4,35240,12,4264,0.334,0.377,0,1,0,38,21,47474,39191,34633,6,305764,1,0.25978621452266865,1.3471240884197384
49,52367,541,0,4,45598,48,871,0.358,0.2,0,3,0,1,17,2928,13101,33953,2,181756,0,0.8707225786739994,0.0642119344722472
71,84127,701,0,4,84335,12,3290,0.45,0.469,0,1,0,35,32,2608,14206,97495,6,-35305,0,1.0024605363255992,0.03092392335420224
61,49845,730,2,1,74555,12,1000,0.139,0.241,0,1,0,48,31,12479,1902,30231,4,216534,1,1.495706776872768,0.16737754171361124
60,42449,674,0,4,84182,60,499,0.499,0.141,0,3,1,3,25,5507,4041,139263,10,60417,0,1.9830859835100119,0.06541700818455032
56,30995,678,0,1,8198,24,853,0.615,0.33,0,3,1,33,13,2751,681,5358,14,108023,0,0.2644857400954962,0.3355287230150018
37,56574,567,0,1,73543,48,1827,0.256,0.388,0,4,0,7,9,13421,7717,142703,16,20093,0,1.2999204595669465,0.18248939410420972
53,93170,765,0,0,86544,120,1775,0.096,0.229,0,0,0,22,29,23270,216,60743,18,319859,1,0.9288727179057862,0.2688774625917153
38,28646,537,0,2,12548,24,459,0.53,0.192,0,0,0,47,19,19758,5495,10337,19,54014,0,0.438021433308898,1.574468085106383
55,46931,658,1,0,95551,36,321,0.13,0.082,0,2,0,37,28,36523,7956,93837,15,112992,1,2.035945623455212,0.38223166443402545
32,45813,701,2,3,89541,36,1572,0.105,0.412,0,3,0,24,7,3308,2563,82789,4,113251,0,1.954446239140874,0.03694355721337473
64,61294,762,1,3,68841,84,648,0.242,0.127,0,0,0,26,42,3739,9765,126093,17,-53714,1,1.1231095521657557,0.05431277417855379
51,61782,754,1,0,50551,48,617,0.498,0.12,0,0,0,38,10,45437,15558,25628,24,100561,1,0.8182024181409125,0.8988170596613388
59,70871,762,0,0,21527,36,487,0.113,0.082,0,3,0,35,26,47573,16312,30860,4,137939,1,0.30374477932046506,2.2098197696023782
30,139873,632,0,3,152612,120,755,0.328,0.065,0,3,1,41,4,45028,33472,260825,3,153418,1,1.0910676751933883,0.2950469488182527
63,35057,850,1,0,30143,24,787,0.318,0.269,0,0,0,26,15,14250,4067,34074,15,44215,1,0.8598037537794512,0.47273089171974525
